fighter_id,name,nickname,display_name,age,gender,nation,height_cm,weight_class,weight_class_max_kg,camp,style,stance,handedness,personality_tag,career_tier,mental_archetype,punch_power,punch_accuracy,kick_power,kick_accuracy,head_movement,footwork,cardio,takedown_offense,takedown_defense,submission_offense,submission_defense,clinch_striking,clinch_offense,clinch_defense,top_control,bottom_game,cage_wrestling,scramble_ability,fight_iq,adaptability,speed_explosiveness,strength,durability,flexibility,recovery_rate,chin,overall_current,potential,mental_score,personality_aggression,personality_composure,personality_risk_taking,personality_killer_instinct,personality_patience,personality_ego,personality_focus,personality_morale,personality_grit,personality_discipline,personality_ambition,personality_loyalty,personality_charisma,personality_attention_seeking,personality_coachability,personality_professionalism,personality_resilience,personality_sportsmanship,personality_travel_comfort,personality_fatigue_tolerance,suggested_wins,suggested_losses,suggested_draws,suggested_total_fights,suggested_win_pct,promotion_id,promotion_tier,backstory_depth,bio,ref_orig_overall,ref_orig_potential,ref_orig_winpct_from_bio,ref_bio_template_matched
2945,Hui Yang,Sharp Trigger,"Hui Yang ""Sharp Trigger""",26,male,China,173,Middleweight,83.9,Crown Mixed Martial Arts,Striker,orthodox,right,Calm,Gatekeeper,Steady/Balanced,56,54,49,52,52,47,46,33,39,31,41,49,35,35,29,32,33,40,38,40,51,45,49,37,47,50,42.7,48,57.8,43,77,42,54,74,43,69,52,45,47,54,52,46,45,52,67,51,61,46,53,4,3,0,7,0.571,P7,Tier3_Regional,Standard - career arc + 1-2 highlights,"Hui Yang won't headline a pay-per-view, but every prospect moving up the Middleweight ranks eventually has to get through a fighter like this. Genuine one-punch power is the calling card, with pinpoint kicking range not far behind. Hui Yang isn't defined by any single mental edge or flaw — just a professional who shows up and does the job. 4-3 in 7 fights tells most of the story. A reliable measuring-stick fight for whoever's moving up next.",53.4,69,0.375,(none - fallback used)
2946,Konstantin Ozerov,The Marksman,"Konstantin Ozerov ""The Marksman""",27,male,Russia,179,Bantamweight,61.2,Midtown Fight Club,Striker,orthodox,right,Aggressive,Gatekeeper,Steady/Balanced,54,55,60,52,53,59,53,34,48,29,42,55,45,49,33,42,39,50,60,53,57,45,51,54,57,53,49.3,52,53.5,71,45,68,71,35,54,54,46,52,53,53,48,48,47,49,49,55,46,48,48,6,7,0,13,0.462,P3,Tier2_Mid,Standard - career arc + 1-2 highlights,"Konstantin Ozerov is the kind of Bantamweight fighter every promotion needs — tough enough to matter, unspectacular enough to stay out of the title picture. Opponents tend to game-plan around footwork that's hard to corner first — a sharp read of opponents mid-fight is what usually catches them out anyway. Konstantin Ozerov isn't defined by any single mental edge or flaw — just a professional who shows up and does the job. The record stands at 6-7 across 13 professional fights. A reliable measuring-stick fight for whoever's moving up next.",47.7,56,0.5,crowd_pleaser_not_titles
2947,Akira Maeda,Exam,"Akira Maeda ""Exam""",30,male,Japan,176,Featherweight,65.8,Pinnacle Striking,Counter-Striker,orthodox,right,Showman,Gatekeeper,Fragile - fades under pressure,62,71,54,64,71,71,59,46,50,31,42,50,46,53,44,42,44,54,75,64,68,64,64,55,56,58,56.1,60,51.8,62,54,60,61,38,78,52,55,51,50,52,52,78,80,54,47,45,49,53,50,7,10,1,18,0.389,P2,Tier2_Mid,Standard - career arc + 1-2 highlights,"There's a ceiling on what Akira Maeda can do, and it tends to show up right when a fight starts to matter. A scary-accurate jab is the calling card, with elusive head movement not far behind. The tools show up in flashes; the composure to use them for a full three rounds hasn't followed yet. 7-10-1 in 18 fights tells most of the story. A reliable measuring-stick fight for whoever's moving up next.",52.6,65,,stalled_journeyman
2948,Ekaterina Kuznetsov,Complete Arsenal,"Ekaterina Kuznetsov ""Complete Arsenal""",38,female,Russia,158,Strawweight,52.2,Empire Combat Sports,Balanced,orthodox,left,Aggressive,Fringe,Fragile - fades under pressure,40,37,35,39,41,35,26,47,42,43,40,36,33,45,45,35,40,38,49,41,26,41,31,34,33,38,38.1,41,50.6,72,49,65,65,37,59,53,48,46,48,53,45,48,53,45,45,54,50,48,45,2,26,0,28,0.071,P7,Tier3_Regional,Minimal - record only,"Ekaterina Kuznetsov has struggled to find footing at Strawweight, and the results have followed — outclassed more nights than not. The gameplan usually starts with a wrestler's knack for putting people on the mat, backed up by a sharp read of opponents mid-fight. Nerves have been a recurring issue — sharp in practice, tight in the cage once the bell rings. 2-26 in 28 fights tells most of the story. Fights grinding on the local scene, taking whatever bouts are offered.",50.2,54,,(none - fallback used)
2949,Pavel Morozov,The Test,"Pavel Morozov ""The Test""",36,male,Russia,198,Heavyweight,120.2,Savage Performance,Striker,orthodox,right,Calm,Gatekeeper,Steady/Balanced,51,54,48,45,52,50,45,32,45,31,33,50,35,43,35,34,33,36,49,40,45,45,49,39,40,48,42.6,43,55.2,50,74,47,51,80,40,73,55,49,50,51,53,53,52,48,46,51,45,49,50,11,17,0,28,0.393,P6,Tier3_Regional,Standard - career arc + 1-2 highlights,"Pavel Morozov is the kind of Heavyweight fighter every promotion needs — tough enough to matter, unspectacular enough to stay out of the title picture. The gameplan usually starts with a scary-accurate jab, backed up by genuine one-punch power. Pavel Morozov isn't defined by any single mental edge or flaw — just a professional who shows up and does the job. The record stands at 11-17 across 28 professional fights. Fights on hometown cards far from the big lights, usually across from someone trying to climb past this level.",48.1,57,,unspectacular_filler
2950,Mikhail Komarov,The Sharp Finisher,"Mikhail Komarov ""The Sharp Finisher""",42,male,Russia,174,Featherweight,65.8,Apex Dojo,Striker,orthodox,right,Aggressive,DecliningVet,Steady/Balanced,61,62,54,58,54,54,47,31,49,34,38,52,34,42,33,32,33,48,65,51,48,42,45,41,39,49,46.0,53,54.5,74,47,70,68,31,50,58,48,54,55,52,55,47,49,47,61,46,65,46,50,20,22,0,42,0.476,P6,Tier3_Regional,Standard - career arc + 1-2 highlights,"Mikhail Komarov has been around long enough to have a signature win and a signature loss — the Featherweight division has mostly moved on since. Opponents tend to game-plan around a scary-accurate jab first — a sharp read of opponents mid-fight is what usually catches them out anyway. Nothing dramatic to report on the mental side — steady, professional, unremarkable in a good way. 20-22 in 42 fights tells most of the story. Retirement talk follows, quietly, after every loss now.",52.2,80,,fight_count_defines_veteran
2951,Artem Orlov,Total Toolbox,"Artem Orlov ""Total Toolbox""",27,male,Russia,183,Middleweight,83.9,Summit BJJ,Balanced,orthodox,right,Quiet Professional,Gatekeeper,Steady/Balanced,49,43,46,46,41,48,52,45,45,46,50,49,47,39,45,42,52,43,50,46,61,51,43,48,44,41,46.6,53,56.9,45,65,43,50,70,31,72,55,50,50,52,50,47,30,53,70,45,50,48,48,3,4,0,7,0.429,P5,Tier3_Regional,Standard - career arc + 1-2 highlights,"Artem Orlov won't headline a pay-per-view, but every prospect moving up the Middleweight ranks eventually has to get through a fighter like this. Opponents tend to game-plan around a gas tank that doesn't run empty first — raw physical strength is what usually catches them out anyway. Nothing dramatic to report on the mental side — steady, professional, unremarkable in a good way. Professionally, Artem Orlov is 3-4 through 7 fights. A reliable measuring-stick fight for whoever's moving up next.",47.5,47,,unspectacular_filler
2952,Stepan Alexeev,Cold Trigger,"Stepan Alexeev ""Cold Trigger""",35,male,Russia,180,Bantamweight,61.2,Victory Gym,Striker,orthodox,right,Methodical,DecliningVet,Steady/Balanced,63,59,63,56,52,42,52,42,54,31,43,46,49,49,44,34,48,51,51,52,51,47,49,50,49,53,49.2,60,56.8,54,67,49,59,71,50,80,52,48,48,53,49,46,48,47,55,50,51,49,50,18,13,3,34,0.529,P6,Tier3_Regional,Standard - career arc + 1-2 highlights,"Stepan Alexeev has been around long enough to have a signature win and a signature loss — the Bantamweight division has mostly moved on since. Opponents tend to game-plan around pinpoint kicking range first — genuine one-punch power is what usually catches them out anyway. Nothing dramatic to report on the mental side — steady, professional, unremarkable in a good way. 18-13-3 in 34 fights tells most of the story. Retirement talk follows, quietly, after every loss now.",44.7,47,,turning_point_decline
2953,Petr Pushkin,All-Around Package,"Petr Pushkin ""All-Around Package""",28,male,Russia,171,Lightweight,70.3,Matrix Lab,Balanced,orthodox,right,Calm,Gatekeeper,Grinder - overperforms tools,53,46,46,45,51,45,49,55,46,55,52,49,46,49,46,53,49,47,51,53,45,51,48,49,52,43,49.0,49,58.4,41,74,46,59,79,48,75,52,50,52,55,46,50,51,47,55,55,48,55,50,7,8,0,15,0.467,P8,Tier3_Regional,Standard - career arc + 1-2 highlights,"What Petr Pushkin lacks in natural tools gets made up for with a work rate that's worn down more talented opponents than it should. Genuine one-punch power is the calling card, with constant danger on the ground not far behind. Discipline and a refusal to have a bad camp go to waste have carried Petr Pushkin further than raw ability ever would have. The record stands at 7-8 across 15 professional fights. A reliable measuring-stick fight for whoever's moving up next.",54.5,58,0.375,crowd_pleaser_not_titles
2954,Timothy White,The Lock,"Timothy White ""The Lock""",25,male,United Kingdom,184,Middleweight,83.9,Apex Grappling,Submission Specialist,orthodox,right,Quiet Professional,Gatekeeper,Grinder - overperforms tools,40,46,39,34,42,39,48,47,51,80,56,26,40,49,51,72,46,68,49,47,45,38,43,62,53,44,48.3,48,58.5,50,68,36,50,69,34,67,52,50,49,52,55,44,31,54,77,53,51,50,50,4,4,0,8,0.5,P8,Tier3_Regional,Standard - career arc + 1-2 highlights,"Timothy White isn't the most gifted athlete on the roster, and it stopped mattering a long time ago — the record speaks for itself. An unusually flexible frame is the calling card, with an active, dangerous guard not far behind. Discipline and a refusal to have a bad camp go to waste have carried Timothy White further than raw ability ever would have. Professionally, Timothy White is 4-4 through 8 fights. A reliable measuring-stick fight for whoever's moving up next.",55.7,57,0.667,crowd_pleaser_not_titles
2955,Darragh Quinn,Sharp Sniper,"Darragh Quinn ""Sharp Sniper""",29,male,Ireland,182,Welterweight,77.1,Yamato Grappling,Striker,orthodox,right,Methodical,Gatekeeper,Steady/Balanced,68,73,64,68,61,66,54,47,58,40,49,59,49,51,41,49,60,51,57,60,60,53,54,65,57,50,56.3,60,57.1,46,66,46,60,72,43,74,47,46,52,53,48,53,49,54,52,53,49,46,50,5,6,0,11,0.455,P1,Tier1_Large_International,Standard - career arc + 1-2 highlights,"Darragh Quinn is the kind of Welterweight fighter every promotion needs — tough enough to matter, unspectacular enough to stay out of the title picture. Footwork that's hard to corner is the calling card, with pinpoint kicking range not far behind. Nothing dramatic to report on the mental side — steady, professional, unremarkable in a good way. 5-6 in 11 fights tells most of the story. Fights on the sport's biggest stage, usually across from someone trying to climb past this level.",44.5,45,0.583,roster_filler
2956,Vladimir Pushkin,All-Rounder,"Vladimir Pushkin ""All-Rounder""",18,male,Russia,171,Bantamweight,61.2,Matrix Lab,Balanced,orthodox,right,Calm,Unproven,Steady/Balanced,45,42,45,45,41,50,48,45,50,56,53,47,50,44,48,47,51,50,37,49,57,50,39,50,56,45,47.7,62,56.6,43,73,45,52,79,46,71,51,52,52,50,47,51,49,49,55,49,52,54,54,0,0,0,0,0.0,P5,Tier3_Regional,Minimal - record only,"It's early for Vladimir Pushkin. Grinding on the local scene, and there isn't enough tape yet to know what this becomes. Constant danger on the ground is the calling card, with explosive first-step speed not far behind. Vladimir Pushkin isn't defined by any single mental edge or flaw — just a professional who shows up and does the job. Vladimir Pushkin has yet to make a professional debut. Fighting grinding on the local scene while the sample size builds.",56.9,62,1.0,straightforward_prospect_record
2957,Zinaida Sidorov,The Answer,"Zinaida Sidorov ""The Answer""",20,female,Russia,172,Flyweight,56.7,Independent camp,Counter-Striker,southpaw,left,Showman,Prospect,Bottler - underperforms tools,48,60,42,51,59,52,43,30,36,34,34,37,38,37,30,34,32,39,53,44,59,37,40,48,48,42,42.6,72,51.5,57,55,69,65,37,71,52,54,47,53,45,46,70,80,46,48,46,52,50,51,2,2,0,4,0.5,P3,Tier2_Mid,Standard - career arc + 1-2 highlights,"There's still a version of the future where Zinaida Sidorov is a champion. There's also a growing file of nights where the pressure won, not Zinaida Sidorov. Opponents tend to game-plan around a scary-accurate jab first — explosive first-step speed is what usually catches them out anyway. The losses on the record cluster in the biggest moments — title shots, eliminators, nights the whole division was watching. The record stands at 2-2 across 4 professional fights. Matchmakers are already circling for the next step up.",65.8,86,0.5,prospect_flameout
2958,Pavel Ivanov,The Ground Zero,"Pavel Ivanov ""The Ground Zero""",35,male,Russia,171,Welterweight,77.1,Asahi Gym,Grappler,orthodox,right,Aggressive,Gatekeeper,Steady/Balanced,41,50,34,37,39,44,51,56,58,58,57,33,59,60,58,68,54,63,49,53,43,44,48,52,45,41,49.8,50,53.9,75,42,75,72,37,60,59,52,48,52,53,48,48,53,53,52,53,54,50,48,12,14,0,26,0.462,P3,Tier2_Mid,Standard - career arc + 1-2 highlights,"Pavel Ivanov is the kind of Welterweight fighter every promotion needs — tough enough to matter, unspectacular enough to stay out of the title picture. Control against the fence is the calling card, with an active, dangerous guard not far behind. Nothing dramatic to report on the mental side — steady, professional, unremarkable in a good way. 12-14 in 26 fights tells most of the story. A reliable measuring-stick fight for whoever's moving up next.",55.2,64,,stalled_journeyman
2959,Jack Phillips,Marksman,"Jack Phillips ""Marksman""",28,male,United States,184,Welterweight,77.1,Legion MMA,Striker,orthodox,right,Showman,Gatekeeper,Fragile - fades under pressure,65,59,56,60,54,58,56,32,36,32,41,55,42,47,37,35,41,48,58,52,58,53,53,44,47,55,49.0,55,49.8,65,47,63,58,45,75,51,54,50,49,50,45,78,74,46,52,45,47,51,53,8,20,0,28,0.286,P7,Tier3_Regional,Standard - career arc + 1-2 highlights,"Jack Phillips shows flashes against lesser competition, but the jump in class keeps exposing the same cracks. The gameplan usually starts with genuine one-punch power, backed up by footwork that's hard to corner. Nerves have been a recurring issue — sharp in practice, tight in the cage once the bell rings. Professionally, Jack Phillips is 8-20 through 28 fights. Fights on hometown cards far from the big lights, usually across from someone trying to climb past this level.",50.2,61,,unspectacular_filler
2960,Maxim Andreev,Gatekeeper,"Maxim Andreev ""Gatekeeper""",32,male,Dagestan,174,Featherweight,65.8,Granite Training Camp,Wrestler,orthodox,right,Showman,Gatekeeper,Fragile - fades under pressure,47,55,38,40,33,41,49,76,68,52,57,49,63,60,66,54,74,53,56,55,59,58,49,44,54,45,53.7,55,52.0,55,50,63,63,43,73,50,47,50,48,55,55,78,71,48,52,55,51,55,49,6,13,0,19,0.316,P6,Tier3_Regional,Standard - career arc + 1-2 highlights,"There's a ceiling on what Maxim Andreev can do, and it tends to show up right when a fight starts to matter. The gameplan usually starts with fence-wrestling that wears opponents down, backed up by takedown defense that frustrates grapplers. The tools show up in flashes; the composure to use them for a full three rounds hasn't followed yet. Professionally, Maxim Andreev is 6-13 through 19 fights. A reliable measuring-stick fight for whoever's moving up next.",54.9,58,0.364,roster_filler
2961,Vadim Kuznetsov,The Iron Plowhorse,"Vadim Kuznetsov ""The Iron Plowhorse""",20,male,Russia,175,Featherweight,65.8,Dragon Boxing,Wrestler,orthodox,right,Calm,Unproven,Steady/Balanced,40,39,40,41,38,35,43,58,58,46,49,42,57,56,63,48,66,55,43,43,54,57,39,47,53,41,48.1,59,56.8,42,78,42,56,70,46,74,49,48,46,55,54,47,49,52,52,48,47,55,53,1,0,0,1,1.0,P5,Tier3_Regional,Minimal - record only,"Vadim Kuznetsov has the look of a fighter who could go either way — the tools are there, the résumé just isn't long enough to say for sure yet. Opponents tend to game-plan around fence-wrestling that wears opponents down first — suffocating top position is what usually catches them out anyway. Vadim Kuznetsov isn't defined by any single mental edge or flaw — just a professional who shows up and does the job. 1-0. Still just 1 fight into a professional career. Too early to know what this career becomes.",66.5,81,0.5,coinflip_early_career
2962,Anna Smirnov,Country Plowhorse,"Anna Smirnov ""Country Plowhorse""",20,female,Russia,155,Atomweight,47.6,Harbor Performance,Wrestler,orthodox,right,Methodical,Unproven,Steady/Balanced,53,39,33,34,35,42,45,69,55,44,43,48,46,44,67,41,67,53,35,40,52,50,46,53,50,43,47.2,57,55.2,53,64,47,64,79,44,70,46,48,46,54,46,51,46,49,49,52,48,51,48,0,1,0,1,0.0,P8,Tier3_Regional,Minimal - record only,"Anna Smirnov has the look of a fighter who could go either way — the tools are there, the résumé just isn't long enough to say for sure yet. Takedown defense that frustrates grapplers is the calling card, with a wrestler's knack for putting people on the mat not far behind. Nothing dramatic to report on the mental side — steady, professional, unremarkable in a good way. 0-1. A short professional résumé so far, at 1 fight. Too early to know what this career becomes.",55.5,56,0.6,early_career_raw
2963,Thiago Mota,The Finisher,"Thiago Mota ""The Finisher""",41,male,Brazil,172,Featherweight,65.8,Victory Conditioning,Submission Specialist,orthodox,right,Calm,Gatekeeper,Steady/Balanced,29,36,37,34,38,40,36,39,41,73,56,39,41,41,47,69,43,68,55,57,31,38,30,48,32,39,43.7,48,56.5,42,75,49,58,76,42,69,55,50,50,51,45,48,48,49,51,50,47,45,48,21,23,0,44,0.477,P4,Tier2_Mid,Standard - career arc + 1-2 highlights,"Thiago Mota won't headline a pay-per-view, but every prospect moving up the Featherweight ranks eventually has to get through a fighter like this. An active, dangerous guard is the calling card, with the ability to change gameplans on the fly not far behind. Thiago Mota isn't defined by any single mental edge or flaw — just a professional who shows up and does the job. The record stands at 21-23 across 44 professional fights. Fights on a card that draws real regional attention, usually across from someone trying to climb past this level.",53.6,50,,(none - fallback used)
2964,Viktor Nikolaev,Grappler,"Viktor Nikolaev ""Grappler""",26,male,Russia,180,Welterweight,77.1,Independent camp,Grappler,orthodox,right,Methodical,Gatekeeper,Steady/Balanced,46,46,33,36,44,45,51,53,51,62,51,47,54,56,62,58,49,63,50,48,53,45,49,58,57,47,50.5,51,54.9,51,65,47,55,77,48,80,55,48,46,51,54,53,50,45,46,54,47,45,50,6,4,0,10,0.6,P2,Tier2_Mid,Standard - career arc + 1-2 highlights,"Viktor Nikolaev is the kind of Welterweight fighter every promotion needs — tough enough to matter, unspectacular enough to stay out of the title picture. The gameplan usually starts with constant danger on the ground, backed up by suffocating top position. Viktor Nikolaev isn't defined by any single mental edge or flaw — just a professional who shows up and does the job. 6-4 in 10 fights tells most of the story. A reliable measuring-stick fight for whoever's moving up next.",51.0,50,,never_ranked_but_respected
2965,Yui Kobayashi,Granite Right Hand,"Yui Kobayashi ""Granite Right Hand""",23,female,Japan,159,Atomweight,47.6,Southside Wrestling,Striker,orthodox,right,Aggressive,Elite,Steady/Balanced,99,96,89,90,85,90,85,71,82,69,70,83,77,78,71,71,80,79,85,81,98,76,87,86,88,76,82.4,91,52.6,73,38,74,75,34,52,58,55,49,47,53,49,54,55,54,50,50,45,51,52,13,3,1,17,0.765,P1,Tier1_Large_International,Rich - full title/rivalry history,"Ask anyone in the Atomweight division who the fighter to beat is, and Yui Kobayashi's name comes up first. The gameplan usually starts with explosive first-step speed, backed up by pinpoint kicking range. Nothing dramatic to report on the mental side — steady, professional, unremarkable in a good way. Professionally, Yui Kobayashi is 13-3-1 through 17 fights. Currently signed with on the sport's biggest stage, with the next challenger to be decided.",57.0,88,,sits_atop_division
2966,Pavel Kozlov,Wildman,"Pavel Kozlov ""Wildman""",31,male,Russia,181,Welterweight,77.1,Dragon Martial Arts,Brawler,orthodox,right,Showman,Gatekeeper,Fragile - fades under pressure,62,54,56,48,30,31,58,45,50,40,53,61,56,51,51,31,60,33,41,45,57,60,59,36,52,53,49.0,53,51.1,57,47,68,60,37,78,46,48,53,48,45,54,72,73,53,52,50,54,55,46,4,7,0,11,0.364,P2,Tier2_Mid,Standard - career arc + 1-2 highlights,"There's a ceiling on what Pavel Kozlov can do, and it tends to show up right when a fight starts to matter. The gameplan usually starts with genuine one-punch power, backed up by damage in the clinch. Nerves have been a recurring issue — sharp in practice, tight in the cage once the bell rings. The record stands at 4-7 across 11 professional fights. A reliable measuring-stick fight for whoever's moving up next.",46.9,55,0.667,roster_filler
2967,Kirill Stepanov,The Overtime Workhorse,"Kirill Stepanov ""The Overtime Workhorse""",23,male,Russia,174,Middleweight,83.9,Midtown Gym,Balanced,orthodox,right,Quiet Professional,Unproven,Grinder - overperforms tools,42,50,44,50,39,35,50,39,44,54,40,54,45,36,42,44,41,41,38,37,51,48,44,44,38,38,43.4,49,61.8,45,67,43,55,65,30,73,50,53,55,53,50,46,25,50,93,48,67,48,47,5,2,0,7,0.714,P7,Tier3_Regional,Minimal - record only,"Kirill Stepanov doesn't have the flashiest tools in the Middleweight division, but keeps finding a way to be the one with a hand raised. The gameplan usually starts with damage in the clinch, backed up by constant danger on the ground. Discipline and a refusal to have a bad camp go to waste have carried Kirill Stepanov further than raw ability ever would have. 5-2 in 7 fights tells most of the story. Too early to know what this career becomes.",44.8,45,0.846,(none - fallback used)
2968,Victoria Borisov,The Total Arsenal,"Victoria Borisov ""The Total Arsenal""",36,female,Russia,167,Flyweight,56.7,Matrix Lab,Balanced,orthodox,right,Calm,Fringe,Steady/Balanced,31,31,26,31,31,28,32,30,27,31,31,31,37,35,34,39,30,28,41,39,33,35,36,30,32,30,32.3,43,55.2,49,73,49,54,79,50,67,53,51,47,50,52,53,50,53,46,51,54,55,55,8,24,0,32,0.25,P5,Tier3_Regional,Minimal - record only,"Victoria Borisov is the kind of fighter who fills out a card on hometown cards far from the big lights — not a contender, but not nothing either. Opponents tend to game-plan around an active, dangerous guard first — control against the fence is what usually catches them out anyway. Victoria Borisov isn't defined by any single mental edge or flaw — just a professional who shows up and does the job. Professionally, Victoria Borisov is 8-24 through 32 fights. Fights on hometown cards far from the big lights, taking whatever bouts are offered.",49.7,52,,(none - fallback used)
2969,Anton Sokolov,The Grinder,"Anton Sokolov ""The Grinder""",32,male,Russia,200,Heavyweight,120.2,Brutal Boxing,Submission Specialist,orthodox,right,Calm,Gatekeeper,Grinder - overperforms tools,46,54,33,44,37,51,57,58,50,80,62,40,54,66,60,79,52,62,77,65,53,55,57,66,53,47,56.1,56,62.1,41,83,46,52,73,40,75,48,64,53,52,46,51,54,45,60,65,59,55,46,8,5,0,13,0.615,P6,Tier3_Regional,Standard - career arc + 1-2 highlights,"What Anton Sokolov lacks in natural tools gets made up for with a work rate that's worn down more talented opponents than it should. Opponents tend to game-plan around a sharp read of opponents mid-fight first — an active, dangerous guard is what usually catches them out anyway. Anton Sokolov isn't going to out-talent anybody — the fight IQ and the mental side of the sport close that gap most nights. 8-5 in 13 fights tells most of the story. Fights grinding on the local scene, usually across from someone trying to climb past this level.",57.0,67,,promotion_needs_tester
2970,Tulio Miranda,Grinder,"Tulio Miranda ""Grinder""",29,male,Brazil,181,Middleweight,83.9,Apex Performance,Wrestler,orthodox,right,Quiet Professional,Gatekeeper,Grinder - overperforms tools,51,59,48,49,46,58,69,69,75,58,64,51,64,75,65,61,69,70,69,68,61,69,66,57,67,61,62.3,62,60.9,54,67,40,58,71,38,71,54,55,54,51,51,50,28,53,79,50,51,51,51,8,10,0,18,0.444,P9,Tier3_Regional,Standard - career arc + 1-2 highlights,"Tulio Miranda isn't the most gifted athlete on the roster, and it stopped mattering a long time ago — the record speaks for itself. The gameplan usually starts with fence-wrestling that wears opponents down, backed up by takedown defense that frustrates grapplers. Tulio Miranda isn't going to out-talent anybody — the fight IQ and the mental side of the sport close that gap most nights. The record stands at 8-10 across 18 professional fights. A reliable measuring-stick fight for whoever's moving up next.",56.1,67,,never_ranked_but_respected
2971,Artem Sidorov,Ground Zero,"Artem Sidorov ""Ground Zero""",26,male,Russia,178,Light Heavyweight,93.0,Southside Grappling,Grappler,orthodox,right,Showman,Gatekeeper,Steady/Balanced,52,51,43,47,46,48,61,54,54,67,63,54,55,58,61,61,53,65,57,50,52,50,47,65,54,56,54.8,58,52.5,60,53,64,59,36,74,53,52,54,45,45,54,76,74,49,53,54,50,52,51,5,12,0,17,0.294,P9,Tier3_Regional,Standard - career arc + 1-2 highlights,"Artem Sidorov is the kind of Light Heavyweight fighter every promotion needs — tough enough to matter, unspectacular enough to stay out of the title picture. Constant danger on the ground is the calling card, with an unusually flexible frame not far behind. Artem Sidorov isn't defined by any single mental edge or flaw — just a professional who shows up and does the job. 5-12 in 17 fights tells most of the story. A reliable measuring-stick fight for whoever's moving up next.",52.4,53,,stalled_journeyman
2972,Olga Vasiliev,The Trigger,"Olga Vasiliev ""The Trigger""",27,female,Dagestan,164,Flyweight,56.7,Honor Fight Team,Striker,orthodox,right,Methodical,Gatekeeper,Steady/Balanced,53,63,49,57,51,57,48,31,43,33,44,58,44,48,35,35,47,43,52,40,60,50,51,54,57,44,48.0,54,56.9,45,68,44,60,70,40,72,48,54,47,55,50,54,55,45,62,47,67,52,47,5,7,1,13,0.385,P6,Tier3_Regional,Standard - career arc + 1-2 highlights,"Olga Vasiliev won't headline a pay-per-view, but every prospect moving up the Flyweight ranks eventually has to get through a fighter like this. The gameplan usually starts with a scary-accurate jab, backed up by a knack for recovering between rounds. Olga Vasiliev isn't defined by any single mental edge or flaw — just a professional who shows up and does the job. 5-7-1 in 13 fights tells most of the story. Fights grinding on the local scene, usually across from someone trying to climb past this level.",52.0,67,0.571,(none - fallback used)
2973,Fabio Zanetti,No-Easy-Night Test,"Fabio Zanetti ""No-Easy-Night Test""",32,male,Brazil,166,Welterweight,77.1,Nova Gym,Grappler,orthodox,right,Aggressive,Gatekeeper,Steady/Balanced,48,53,49,44,35,42,54,62,54,63,61,48,56,66,66,63,54,65,54,51,54,50,54,64,60,59,55.0,56,56.8,79,42,68,75,30,53,50,55,69,51,48,48,49,53,49,53,65,48,48,52,17,19,3,39,0.436,P7,Tier3_Regional,Standard - career arc + 1-2 highlights,"Fabio Zanetti won't headline a pay-per-view, but every prospect moving up the Welterweight ranks eventually has to get through a fighter like this. Opponents tend to game-plan around defensive discipline in tight spaces first — an unusually flexible frame is what usually catches them out anyway. Fabio Zanetti isn't defined by any single mental edge or flaw — just a professional who shows up and does the job. The record stands at 17-19-3 across 39 professional fights. A reliable measuring-stick fight for whoever's moving up next.",51.6,54,0.5,(none - fallback used)
2974,Semyon Komarov,Overtime Clocking-In,"Semyon Komarov ""Overtime Clocking-In""",37,male,Russia,172,Lightweight,70.3,Northside Training Center,Striker,southpaw,right,Quiet Professional,Gatekeeper,Grinder - overperforms tools,61,60,62,60,55,58,42,32,41,28,32,52,43,49,35,34,39,50,61,44,48,47,48,43,42,52,46.8,47,58.9,48,67,36,59,65,34,68,49,52,54,53,53,49,27,52,74,45,50,51,45,13,15,0,28,0.464,P9,Tier3_Regional,Standard - career arc + 1-2 highlights,"What Semyon Komarov lacks in natural tools gets made up for with a work rate that's worn down more talented opponents than it should. Opponents tend to game-plan around kicks that change a stance permanently first — genuine one-punch power is what usually catches them out anyway. Discipline and a refusal to have a bad camp go to waste have carried Semyon Komarov further than raw ability ever would have. 13-15 in 28 fights tells most of the story. Fights grinding on the local scene, usually across from someone trying to climb past this level.",50.7,66,0.364,record_leads_no_title
2975,Daniel Cruz,The Tactician,"Daniel Cruz ""The Tactician""",25,male,Mexico,181,Lightweight,70.3,Uptown Conditioning,Counter-Striker,orthodox,right,Showman,Contender,Steady/Balanced,82,91,77,80,93,91,80,66,70,64,72,75,67,74,66,60,70,69,99,81,91,75,76,83,82,70,77.1,85,53.5,57,48,60,59,38,71,47,49,49,50,48,49,78,75,54,70,51,65,47,48,16,7,0,23,0.696,P1,Tier1_Large_International,Rich - full title/rivalry history,"Daniel Cruz is ranked in the Lightweight division under the brightest lights the sport has, a win or two from a title shot. The gameplan usually starts with a scary-accurate jab, backed up by elusive head movement. Nothing dramatic to report on the mental side — steady, professional, unremarkable in a good way. The record stands at 16-7 across 23 professional fights. Fighting under the brightest lights the sport has, one more big win from a title opportunity.",54.1,70,0.846,(none - fallback used)
